"('P0', 'id')","('P1_b ', 'Genero')","('P1_f_1', 'Quantidade de oportunidades de emprego/vagas recebidas')","('P1_i ', 'Estado onde mora')","('P2_f ', 'Cargo Atual')"
bwe677uzrmzyjxk82bwezl1faw34qmke,Masculino,,Santa Catarina (SC),Cientista de Dados/Data Scientist
bwfsx6jxah3a8rbwfs9sc9odhduqo7u1,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
bwl2w87pmu70w191xbwl2w4yxr554n7b,Masculino,,São Paulo (SP),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
bwq8klnjx8y6di6bwqei3gk4klouilgq,Masculino,1.0,São Paulo (SP),Analista de Dados/Data Analyst
bx19y28jccgimgjssebx19y285v46tpa,Feminino,0.0,Paraná (PR),Outras Engenharias (não inclui dev)
bxbazsk7v50b30noddbxbazdvmtxtjmk,Feminino,0.0,Bahia (BA),
bxqkzgfn8vhha16cobxqkzg7z7kzrzbw,Masculino,,Rio Grande do Sul (RS),
bxw2exb44p66f8nqk9bxw2exb3lzxcqr,Masculino,,Rio de Janeiro (RJ),Analista de BI/BI Analyst
by3tt8u7txtwpy9eby3t3sby6uehw7u9,Feminino,0.0,Distrito Federal (DF),Analista de Dados/Data Analyst
byttbdfx41anbffybyttagc0qoqa8lyl,Feminino,,Rio Grande do Sul (RS),Analista de Dados/Data Analyst
byzq07zdxw54xumo7wtzsbyzq07zber7,Masculino,,São Paulo (SP),Analista de Negócios/Business Analyst
bz489f9d328on2mgbz0ld9v042trxdlu,Masculino,,São Paulo (SP),Analista de Negócios/Business Analyst
bz8aw9uobwtmk4ub6wbz8rymtvhcwitr,Masculino,,Paraná (PR),Cientista de Dados/Data Scientist
bzcojfs6ypadc0iyx9xnbzcojthybf5k,Masculino,,São Paulo (SP),Analytics Engineer
bzi6dxxd3e7td6pkbrdnqpsxwbzi6dxr,Masculino,,Bahia (BA),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
bzjti6oakt1gofbmzwbzjtizkifj8ku0,Feminino,,Paraná (PR),Analytics Engineer
c00nyav0dmuwjk7gofeg6c00nyavpa82,Feminino,0.0,Goiás (GO),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
c0opl985qe299w043ekrmc0opl9m12pt,Masculino,1.0,Paraná (PR),
c0sfide46c0sfana49k6bpw66fyf0ana,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
c11zoshr69lum8ucohp1c11zosf269jx,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
c14uii35r9acc00c1v6i5hjn1uanom8u,Feminino,1.0,São Paulo (SP),Analista de Suporte/Analista Técnico
c1i3maxzh9ey6hk0qqc1i3mi6sbwinqp,Masculino,,Rio Grande do Sul (RS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
c1i9mlgwisllcqk9d9jc1i7063xnyw30,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
c1x7k9iqgtsj1lqnrnzefc1x7cqxy05m,Masculino,0.0,Paraná (PR),
c1xtnz4owwr4oyzc1xf8s22qw5xbwrc0,Feminino,1.0,Santa Catarina (SC),Analista de Inteligência de Mercado/Market Intelligence
c2afjwkeig4hmko8pl2mslc2afjwkyqk,Masculino,,São Paulo (SP),
c2hanuu1vb1wtt5hc2hanumbsrqglu98,Feminino,1.0,São Paulo (SP),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
c2lmw7hf6rxpc3cjqczufc2lmw7hbp5z,Masculino,,Rio Grande do Sul (RS),
c2mnhas18xoaydy4fmqc2mn7jco5dupc,Masculino,,Ceará (CE),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
c2sr0ycv6wcn2izdc2sxiiwb2ntqg5s1,Masculino,0.0,São Paulo (SP),Outra Opção
c2vp2zh28oxnriyji9c2vpowds2o1ep6,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
c3awusk12jpbx2v3wkc3awusaiod199n,Feminino,,São Paulo (SP),
c3cneqyeohf7hcsoq7wc3cneqtsldmsi,Masculino,,São Paulo (SP),
c3e8c4b95mdzlc3eu4oezu0ieiyo2it7,Masculino,,Rio de Janeiro (RJ),
c3gj5ffdc9gc4l9t4c3gxppcb2qqu18x,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
c3mlffxcikr86mfac3mlffbwor89ab5a,Masculino,0.0,São Paulo (SP),Cientista de Dados/Data Scientist
c3nh7483qxz5rq1jur5keoc3nh748567,Masculino,,São Paulo (SP),
c45g1a91zsgnj45wy5redhrc45g19xdx,Masculino,,Minas Gerais (MG),Cientista de Dados/Data Scientist
c461x6b9dbjk8zdg13rkc461x69prrun,Masculino,0.0,,Analista de BI/BI Analyst
c4bupgv34sjcinaw3c4bup1ojvejd2hw,Feminino,0.0,São Paulo (SP),
c4cn98rxaiui4reu9vc4cn9kahmqoc3h,Feminino,,São Paulo (SP),
c4fhgqeurjh3b6yc4fhkjdb9zxh2uu1c,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
c4pic6bzpcj2cy0iadcbuc4pic6bzkkr,Masculino,,Ceará (CE),Cientista de Dados/Data Scientist
c4skgc4nq9cibgtqqzguc4skgc4kxene,Masculino,,Pernambuco (PE),Engenheiro de Machine Learning/ML Engineer/AI Engineer
c52geek843j64k59n5gc528u4okn0h37,Masculino,,Distrito Federal (DF),
c53vo46f16tzi5wc5343rlqw1astngyt,Masculino,,São Paulo (SP),Outra Opção
c55ubdkf7na74dosh2vevc55ubdkhrzz,Feminino,0.0,Alagoas (AL),Outra Opção
c59hf357sddn12ibgqc5938qx5e2ytt0,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
c5eajvedkb50qmw36c5ea6brevdj1kjc,Masculino,,Rio de Janeiro (RJ),Analista de Dados/Data Analyst
c5kebok3pnc2nxlnw3sc5kebo928vvv0,Masculino,,Minas Gerais (MG),
c5vzioss7082zykw2c5vzptnmq9rrjhj,Masculino,,São Paulo (SP),
c6480e7culvh87l5hs59c6480e7tywsn,Feminino,,Rio Grande do Sul (RS),Analista de Negócios/Business Analyst
c6pk71zqylum2qq84c6pk71lvcsul83c,Feminino,0.0,Rio de Janeiro (RJ),
c6prner4lol5epgtonzc6prne5xsibt4,Masculino,,Bahia (BA),Cientista de Dados/Data Scientist
c6r6rix4c9exaivc6r6aesdawufki73x,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
c6rnws5yvbux8n152dra4jc6rnws5yvd,Masculino,,São Paulo (SP),
c6v5fxuep9iygpol0c6v5fiviwn85bu1,Masculino,,Paraíba (PB),Outra Opção
c6vr4xieo0x2zfc6vr42qy7fenbi6hqb,Feminino,,Rio de Janeiro (RJ),Analista de Dados/Data Analyst
c70v2ab803jv5pj0udc70k08uiia98d5,Feminino,0.0,Santa Catarina (SC),Analista de Dados/Data Analyst
c798t0n6ut7blqc7980z1f2o6zmdtufk,Masculino,,Rio de Janeiro (RJ),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
c7d729izxqycvc7drutyg9e973agarut,Masculino,,Goiás (GO),
c7ey40n6a8mmpycmjc7ey4k8p5pks6cg,Feminino,,Paraná (PR),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
c7kxe7x3jeyskszk9c73hzn569ckaziw,Masculino,,Santa Catarina (SC),
c7l60u5b9ollr5o1c7l60qgu9ocj4li3,Masculino,,Goiás (GO),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
c7s1zyzo7ghmsv8e2c7s1zyzodj6dew1,Masculino,,Paraná (PR),Cientista de Dados/Data Scientist
c7udkx72o4edozm8ichsdc7udkx7crzl,Feminino,1.0,São Paulo (SP),Outra Opção
c8vfy2oz21td33riniqxzc8vfyi54y70,Feminino,1.0,São Paulo (SP),Analista de Suporte/Analista Técnico
c9eg1yb1gh4afha4c9eh2qbfoqyws2h3,Masculino,,Rio Grande do Sul (RS),
c9hch7bwejmia1c9hc8if12ioe71i65u,Masculino,,São Paulo (SP),Analytics Engineer
c9t45sjbwliu057ub89bc9t45sjdyzmn,Masculino,,Rio Grande do Sul (RS),Analista de Dados/Data Analyst
c9vyd1jl5ypp55tng0pahmc9vyd1jl0o,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
ca5knulqygpcqmysrcbhdlca5knu3hkd,Masculino,1.0,Pernambuco (PE),Cientista de Dados/Data Scientist
cac2tjm5d3hm8hz858yjcac2tjc03njd,Masculino,,,Analista de Dados/Data Analyst
cafg9h4oaujpy566lkgicafgh9bymter,Masculino,,Pernambuco (PE),Outra Opção
caqmqy25yi5b9qfbwacaqmqmuqatb9x7,Masculino,,Distrito Federal (DF),Analytics Engineer
casaoyl3rksw8x87nwr5qo3otn1casao,Masculino,,Rio de Janeiro (RJ),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
cawifmgabty3hcawifmcy7n5g619hpbl,Feminino,1.0,Goiás (GO),Analista de Inteligência de Mercado/Market Intelligence
cb2q1q6xyd6n46gjy9ncb2q116z9f0kj,Feminino,0.0,São Paulo (SP),
cb7e7fbcxsfg9uxzhfz44cb7e7fmb5uq,Masculino,,Minas Gerais (MG),Analista de Inteligência de Mercado/Market Intelligence
cbab9x12anb01spzftdcbab9lvc1wz2q,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
cbnoabla7oiatxpgur43dcbnoafsg3h6,Masculino,,Paraná (PR),Analytics Engineer
cc0j3u81ibfgv1cc0j3uis9w08rny7k9,Masculino,,Bahia (BA),
cc1ongas7w66elm7celv9dcc1ongaeko,Masculino,,Minas Gerais (MG),
cc2z9u13hht6a7p3cc2bejy990obsorv,Masculino,,Paraná (PR),Analista de Negócios/Business Analyst
cccsbyrn2yqeypkmllcccsb335cc9ivp,Masculino,,Ceará (CE),
ccezoblx4xy9accenkfgziufhh3oylpw,Feminino,1.0,São Paulo (SP),Cientista de Dados/Data Scientist
ccff1o5kph2zz5e0ztsccfv47qqiaxec,Masculino,,Rio Grande do Sul (RS),Cientista de Dados/Data Scientist
cci11yznvprf1mcci1z1o1wcyi2kbutp,Masculino,0.0,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
cciifoh80lgi70xlplqcciif11oylxni,Masculino,,Minas Gerais (MG),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
ccqzcxf1kkcsgi2uydx5pccqzcxf1msg,Masculino,1.0,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
ccr18b3am9f95oa0fbfd4zdccr18b3up,Masculino,,São Paulo (SP),
cdyx58cm4u63rqh7ztk5kfcdyx58c0cm,Masculino,1.0,Bahia (BA),Analytics Engineer
ce7grgdwbanl7hce7gqu48btyw69yg37,Masculino,,Goiás (GO),
cehb4rpl8cszky14mlcehb4rpebqg94n,Masculino,,Minas Gerais (MG),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
cel9ar5p6nvebqc89ocel8ynxncd7q9v,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
ceu9y3l8n1vi5ozq4ceu93bkga9w9mhf,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
cfmccvl6sbqjq9km5qcfmccvx09ahm2r,Masculino,,Goiás (GO),
cfs7o0w22h86yb15xhqhcfs7orbf2lc7,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
cfxw3ygv8lx9dqehjuafcfxw3ygfeqr0,Masculino,,São Paulo (SP),
cg05kohi98rjo598zcg05h27y15fpwpe,Masculino,,Bahia (BA),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
cg7byg4bxxj2ay4ehea1ocg7byjouq04,Feminino,0.0,São Paulo (SP),Analista de Dados/Data Analyst
cgbrm3lpb9p8m5ewlxipgcgbrm5w33n0,Masculino,,Bahia (BA),
cgd35rgf8erlynjdt7cgd35ralu2gx6b,Masculino,1.0,Distrito Federal (DF),Analista de Suporte/Analista Técnico
cgn7scyvzup4ki6yulxu1cgn7scyvvbr,Masculino,,Minas Gerais (MG),Analista de Dados/Data Analyst
cgq2fi6p84w92u3b065wc4cgq2fikotp,Masculino,,Santa Catarina (SC),Cientista de Dados/Data Scientist
cgrxi9itev512s203rcgrxs1tzzi4cx4,Masculino,,Mato Grosso (MT),Analista de BI/BI Analyst
cgs9zk2eqmml7qv9xcgs9brgr5esvmuu,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
chd3mzq477q9au2chd4747q2xoiyyevn,Masculino,,Rio de Janeiro (RJ),
chna4rm1lkifmvobnolchna4r0juxatl,Feminino,,Distrito Federal (DF),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
chr5nctqv3dd3csaf11tchr5nc1uwirl,Masculino,,Distrito Federal (DF),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
chskonnj5i0vkc3yedf8hbchskonngff,Masculino,0.0,Paraná (PR),Outra Opção
ciac51wsksh5ulj4n7ciac57qtcco4g7,Feminino,0.0,São Paulo (SP),
cifoav0rkicibc19dxcifjrmkueed594,Masculino,,São Paulo (SP),
cj37mc2kw5o5l3cj37h419op8rz699sr,Masculino,,Paraná (PR),Analista de Dados/Data Analyst
cj5ocdh4r8jgwq6l8yygk2h7cj5ocdh4,Masculino,,Tocantins (TO),
cj744h6ohs9ymqcj744hy2mgc236f9ib,Feminino,,São Paulo (SP),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
cjbb0a6uyxxbu42chr7cjbb0a6slxnww,Feminino,0.0,Minas Gerais (MG),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
cjdtsdzemby9tfcjd9no48vneyllcq4v,Feminino,0.0,São Paulo (SP),Outras Engenharias (não inclui dev)
cjwcg84j6fd8pc8ix3rxk4ccjwcgj0jm,Masculino,,Rio de Janeiro (RJ),Analista de Dados/Data Analyst
ck3tovnf15307wiylwack3tovnflcixl,Masculino,0.0,Ceará (CE),
ck8ufhi7h4lkpz82dck7bp8rghswbw3e,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
ckd65oku95mjlwockd65ow3d5hhlcv6s,Masculino,,Paraná (PR),Analista de Dados/Data Analyst
ckez5qbwq1v0xdwcqqckezzbc0727alm,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
ckhkodx3rgepubgu0vckhkzpbhl4wu9z,Masculino,,São Paulo (SP),
cknojgiwpm0yd213xcknojgi265vikzu,Masculino,,,
cksbvhaep6g3zz5xcksbvidzegx771ud,Masculino,,Minas Gerais (MG),Analista de BI/BI Analyst
cktumpjr25gimbbcktum64nad1bjuqd3,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
cky60ejqbkq4cky4pdnvwa0fbru4ciwq,Masculino,,Minas Gerais (MG),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
cl8d9yuxm3yyk45j883cl8d9yenalq2z,Feminino,0.0,Bahia (BA),
cl9jp3yumstrgo9740blcl9x84q2wrxq,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
clc6v24tyo1sn5bvwg2vdclc6v268np2,Masculino,,Goiás (GO),Analista de BI/BI Analyst
cln5f4nr75pbwbqncmgcln5fpwqizkey,Masculino,0.0,São Paulo (SP),Analista de BI/BI Analyst
clsxhgnlju3oh9cfcls471p08uytttjq,Masculino,,,Analista de Dados/Data Analyst
cmhimybfam8e0azds6z5xcmhimv2zn14,Masculino,,Minas Gerais (MG),
cmk1g9vismg86wurp2pdcmk1geqe3v1a,Masculino,,Bahia (BA),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
cms3vyyezvlaqjxbja3cms3v7b66qvyj,Masculino,,Paraná (PR),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
cmvm16n8zur8k4gocmvm1r0wt23vp1th,Feminino,0.0,Minas Gerais (MG),Analista de Negócios/Business Analyst
cn9lstasr8659xzmb9wadcn9lstai7xh,Feminino,,Pernambuco (PE),Analista de Dados/Data Analyst
cn9sat58kxdiljqxcn9svz4wp8wmkv8u,Feminino,1.0,São Paulo (SP),
cnel0qh7sl48gv9b0cnebk9gnush4fj8,Feminino,,Santa Catarina (SC),Analista de Dados/Data Analyst
cnif8wv95y3shs6a1fmcnifdzlpuby0o,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
cnij1w9hzk3n01yqmcdecnij1w1rb2nt,Masculino,,São Paulo (SP),
cnpamgujsmp46fo7f5xticnpamh05326,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
cnxizce4q6lw4hovh4x8bhdcnxizce94,Masculino,,São Paulo (SP),
co4v7d12fksubgxct4bbytsco4v7d1dy,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
cowvcrnkplcfw5ncocckenbnn7jw5cwj,Masculino,,São Paulo (SP),Outra Opção
cpb1072jzgk3u6acpb10czdkae02bfek,Masculino,,Paraná (PR),Analista de BI/BI Analyst
cq2t9cvd87gem9pr7dicq2t94bmphnmm,Masculino,,Rio Grande do Sul (RS),Analista de Negócios/Business Analyst
cq4ya81qsw7neqbfcq4yacd6n9r9ou56,Feminino,0.0,Rio Grande do Sul (RS),DBA/Administrador de Banco de Dados
cqt4dgchttdwe3z0b2rcqtso4f6x1872,Masculino,,Pernambuco (PE),
cr2j027x5uezvcr2rilqwb6vuo38m2lr,Feminino,,São Paulo (SP),Analytics Engineer
cr3wswnvt5hy0yq01cr3wsd9kyeaeibl,Feminino,1.0,Pará (PA),
cr8xv8w85qspwihilmcr8xvff0azcedf,Masculino,,Minas Gerais (MG),Analista de Dados/Data Analyst
cs35cmfl6eax0vef614cs35cmfr3phff,Masculino,1.0,Bahia (BA),
cs35n88j95qg8ijgxdcs35n8pywk5arj,Masculino,,Santa Catarina (SC),
cs88881f8ue8rdli5csh4ah23cyvmukv,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
csk2t418optfvw3t7aplf2lcsk2t418q,Feminino,0.0,São Paulo (SP),
csler4j9i7r05m0ccsler4fuvdzcty3p,Masculino,,Paraná (PR),Analista de Dados/Data Analyst
ctblkai29blkxuctblktddl3c646tt68,Masculino,,Santa Catarina (SC),
cu1pndgb04lvzog5xp9cu1pndd833qly,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
cueoxn7pvxzwolzlcueoxixb4kc7vzts,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
cuhgvpvxgocu209vl1qm02d6znwzj7ym,Masculino,,Ceará (CE),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
cv040rg3ccvwcz0sj6z8tlmymrorwcz0,Masculino,,Goiás (GO),
cv0qwsek8rag5lehlcv0qufi441o9acy,Feminino,,São Paulo (SP),
cv4r222yc0osehjj9x6wecv4rd6m4p3z,Masculino,,Pará (PA),
cv60t9xycu1dnk08cv60lbsciishmc4a,Feminino,1.0,Paraná (PR),
cw16qkzh379fohfie7cw16qek2j5tak5,Masculino,,São Paulo (SP),Analista de Negócios/Business Analyst
cw5yzhrjgrkeusdg3cw5yzoynjb2jzsp,Masculino,0.0,São Paulo (SP),Cientista de Dados/Data Scientist
cwar239y54ytxgxr5cware9ajsz2ys0i,Masculino,,Rio Grande do Sul (RS),
cwgv77p71pl3vjxvfsjx1xcwgv77bl1q,Masculino,,Rio de Janeiro (RJ),Analista de Dados/Data Analyst
cwua13ckjwriswuntqo5tcwua1b2ve90,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
cx12s1fcgh0y0gcx1jupwx83tf5vtwnh,Feminino,,Minas Gerais (MG),Analista de Dados/Data Analyst
cxcv83u816xir1b2cxcv83nq9arbrv9g,Masculino,,São Paulo (SP),
cxyur82q4km20rx3j9fubscxyur82jn9,Masculino,,Espírito Santo (ES),Analista de Dados/Data Analyst
cy314btspdzk6erscy3146640x0t0v4c,Feminino,0.0,São Paulo (SP),Analista de Dados/Data Analyst
cz0fi6h5a69r8wpxvjcz0fisr9cpv31z,Masculino,,São Paulo (SP),
cz12bnvd2sczs2fik0f89ob5kikdsxgs,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
cz6qp9uo204x1gxxmpcz6qpvqqevvhpj,Masculino,,Espírito Santo (ES),Analista de Dados/Data Analyst
czerjum3u38jkikycrfczerjumbfbn2h,Feminino,0.0,Paraná (PR),Cientista de Dados/Data Scientist
czgscash0t20q5tczgscas5lei3pg4ri,Masculino,,São Paulo (SP),Engenheiro de Machine Learning/ML Engineer/AI Engineer
d05mjx5tqjczdbgm6fud05m58kux6n6y,Masculino,,São Paulo (SP),Analytics Engineer
d0b5exqj4i1po7c3hx4d0b5exym171ot,Masculino,,Minas Gerais (MG),
d0v8hsbpkry4okumd0v8hsbrxprgpxew,Masculino,,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
d0wqd1ux6tn1eivi40ud0wqtnc460ei2,Masculino,,Rio Grande do Sul (RS),Cientista de Dados/Data Scientist
d1dsl5yt23gsxsjad1dsl5my5mr22aim,Feminino,1.0,São Paulo (SP),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
d1vkogge6bec4ty5hyd1vkogg6a6n5ii,Feminino,,São Paulo (SP),Analista de Negócios/Business Analyst
d1yl754zos21xpxlcyd1yl7cqqi8znan,Feminino,0.0,São Paulo (SP),Cientista de Dados/Data Scientist
d1z11dn7oqzmj5dd1z11mh0639pxzydz,Masculino,,São Paulo (SP),
d2k4p23xq19yi44rq16d2k4p23m2frvj,Feminino,1.0,Santa Catarina (SC),Analista de Dados/Data Analyst
d2r10yvmnpt6a9sprd2r1053ffyw94dw,Masculino,1.0,Distrito Federal (DF),Cientista de Dados/Data Scientist
d3821qggbqrna8rlkd382v2py49824ub,Masculino,0.0,Bahia (BA),
d3wbp4z2aj6q0xwievg6d3wymatsz704,Feminino,1.0,Santa Catarina (SC),Outra Opção
d43c7p6h3p1z2g89d43c78u500vkbn47,Masculino,,Rio Grande do Sul (RS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
d57t5v563ncavq5is9d57t5cmuxeawri,Masculino,,São Paulo (SP),
d67p1lkegpvf3and67p1gwba9ja34nxv,Feminino,0.0,Rio de Janeiro (RJ),Analista de Negócios/Business Analyst
d6mnof6en7k3okzk6dew4d6mnof6gwd8,Masculino,,Rio Grande do Sul (RS),Analytics Engineer
d83tjozktae7zdyj17gd83tjofa51xay,Masculino,,São Paulo (SP),
d8f9pflf4e3hb78jkpd8f9pdxbloytgq,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
d8rdxikvh206481s6d8rd17mwpxw5ufw,Masculino,,Rio de Janeiro (RJ),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
d90isdpintnjznv6qld90isdaag2n94s,Masculino,,Distrito Federal (DF),Analista de Inteligência de Mercado/Market Intelligence
d96d1r3yk7ee34fkkjd96d1ywvspki76,Masculino,,Paraná (PR),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
d9k3erdzro7goh2edtsh9d9k3erdi2t6,Masculino,,Minas Gerais (MG),
d9quu5e423d66tcd9qu37e7kpscat3t9,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
da0trdqir3dxau37dda0trddpfyze5nl,Masculino,,Santa Catarina (SC),Engenheiro de Machine Learning/ML Engineer/AI Engineer
da5nc3cmjfgydblda5nc3efyrq5i6snf,Feminino,0.0,Goiás (GO),
daat08qllxdda7109dwjwqg7vd2w7m17,Masculino,1.0,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
das7s2v2rdxfysyscs2wdas7zzkw4pyd,Masculino,,São Paulo (SP),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
day7v01g1cad86l7ndurnnday7v01g1s,Feminino,0.0,Pernambuco (PE),Cientista de Dados/Data Scientist
dbi7qbexnpuw2qbev4bdbi7qk4dvdriz,Masculino,,São Paulo (SP),
dcgqtc6a5t4ydno1ddcgqtc8549cn4pf,Masculino,,Rio de Janeiro (RJ),Outra Opção
dcixpnx7o5pud41asx7dcixpnvum4clj,Feminino,0.0,Goiás (GO),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
dcjsvm54724duqgrbul8b2dcjsvm03je,Masculino,,Paraná (PR),Analytics Engineer
dd52a88a2s4ml55956vxdd52a8czqwht,Masculino,,Minas Gerais (MG),Analista de Dados/Data Analyst
ddkcyzwd6smgddkcureqdwwd8i1el959,Masculino,,Paraná (PR),Analytics Engineer
ddldqkvkftf2xe7tawddldqkvkalxgje,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
ddsvrs0cznyk7gnlcddsv2farxtcvw50,Masculino,,Paraná (PR),Analista de BI/BI Analyst
ddz6cmehvraw5ig62ddz6cesokefvz2y,Masculino,,Rio de Janeiro (RJ),
de5849dy2yyz3q9ipowfnlde5842t0gc,Feminino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
dered1a9210mdu5w8deredkn2jgqdd8r,Masculino,0.0,São Paulo (SP),
dew40iv74k7hsmfwhy5uldew40ivsqzb,Masculino,,São Paulo (SP),
df6vbiaynfajx2df6vbigll4479nlmmg,Masculino,,Santa Catarina (SC),Analista de Dados/Data Analyst
dfhiwsj59cvft2jvnsh6dfhiws8gxshk,Masculino,,São Paulo (SP),Analista de Inteligência de Mercado/Market Intelligence
dfmoqngbj8rjv0mn7ar3idfmoqwzjfnb,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
dftyaq3bjc2ke6ed8twqywk3dftyaq3b,Masculino,,Espírito Santo (ES),Cientista de Dados/Data Scientist
dfzx1pm9vj48idfzxm9l6xfrc2xihc0r,Masculino,,São Paulo (SP),
dg93s8uo77twfe7ct41zdg93s8wnn6of,Masculino,,São Paulo (SP),
dgj719jwx2x04zzyl28dgj719jwx1z3a,Masculino,,Paraíba (PB),
dgjulpmv9ku0oy5d9odgjujezh14v4qb,Masculino,,Santa Catarina (SC),Analista de Dados/Data Analyst
dgsbli05613u3vqgigo3dgsbniqshdqx,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
dgtem80zbz9zoafkm7ccgdgtemrqx48r,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
dh4dh7suqrbrf9g5goip40dh4dh7s9sy,Masculino,,São Paulo (SP),
dhayzeuj3hsjlg0iej4dhayzjo9udw4s,Masculino,,São Paulo (SP),
dhq9r7bzunnnkvs6dhq9r7kajjv1dr1f,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
dhs2r4jtgb96moywsdhs2rilmplmnn3k,Masculino,,Santa Catarina (SC),Analista de Dados/Data Analyst
dhs9v6z6uo2obxpdhs9vxmmyo7i3orwo,Masculino,1.0,São Paulo (SP),Analytics Engineer
dhz77hjms80zqbuscecdhz77hddxoazv,Masculino,0.0,São Paulo (SP),Cientista de Dados/Data Scientist
di0azr26mobf1f3y8di0a57nush8jwua,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
dihbkt50h7bez59kddihbk5hhz0oy7jn,Masculino,,Distrito Federal (DF),Analista de BI/BI Analyst
diweca1vwcguo0xediwepy44jewwjg7f,Masculino,,Minas Gerais (MG),
dj3jo5ockavf342dj3jr6en0eebjcafp,Feminino,0.0,Paraná (PR),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
dj9g3f4ou9muabr89mpdj9g3szhg03nw,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
